county,city,state,zipCode,georeference,streetName,streetNumber
Clinton,PLATTSBURGH,NY,12901,POINT (-73.45785 44.68877),S CATHERINE ST,4990
Nassau,VALLEY STREAM,NY,11580,POINT (-73.69862 40.66422),W LINCOLN AVE,4
Bronx,BRONX,NY,10453,POINT (-73.91522 40.8507),UNIVERSITY AVE,1801
Kings,BROOKLYN,NY,11221,POINT (-73.91629 40.68845),BUSHWICK AVE,1195
Monroe,ROCHESTER,NY,14607,POINT (-77.598 43.15348),S UNION ST,56
Onondaga,MATTYDALE,NY,13211,POINT (-76.14552 43.09917),BREWERTON RD,2307
New York,NEW YORK,NY,10019,POINT (-73.98916 40.76319),9TH AVE,731
Kings,BROOKLYN,NY,11205,POINT (-73.97371 40.69327),MYRTLE AVE,331
Queens,CORONA,NY,11368,POINT (-73.86216 40.75076),104TH STREET,39-02
Erie,TONAWANDA,NY,14150,POINT (-78.87508 42.99985),DELAWARE AVE,4236
Queens,FLUSHING,NY,11367,POINT (-73.81164 40.72125),78TH RD,150-62
Putnam,MAHOPAC,NY,10541,POINT (-73.75727 41.34521),RTE 6,102
Westchester,YONKERS,NY,10705,POINT (-73.89615 40.92031),S BROADWAY,383
Herkimer,ILION,NY,13357,POINT (-75.11277 42.93032),JORDANVILLE RD,103
New York,NEW YORK,NY,10005,POINT (-74.01151 40.70798),BROADWAY,100
Westchester,YONKERS,NY,10710,POINT (-73.84311 40.95781),CENTRAL PARK AVE,1703
Bronx,BRONX,NY,10467,POINT (-73.8806 40.88228),E GUN HILL ROAD,20
Rockland,SPRING VALLEY,NY,10977,POINT (-74.04003 41.12744),EAST ECKERSON RD,64
Westchester,MOUNT VERNON,NY,10550,POINT (-73.84767 40.90793),WEST FIRST STREET,271
Kings,BROOKLYN,NY,11210,POINT (-73.93768 40.63461),GLENWOOD ROAD,4016
Suffolk,PATCHOGUE,NY,11772,POINT (-72.96274 40.75659),S COUNTRY RD,703
Nassau,VALLEY STREAM,NY,11580,POINT (-73.70847 40.66781),W MERRICK RD,301
New York,NEW YORK,NY,10027,POINT (-73.94556 40.80757),LENOX AVE,292
Erie,BUFFALO,NY,14211,POINT (-78.84667 42.89925),GENESEE ST,819
Kings,BROOKLYN,NY,11230,POINT (-73.96168 40.62515),AVENUE J,1420
Rockland,WEST NYACK,NY,10994,POINT (-73.96037 41.09632),PALISADE CENTER DR,2272
Nassau,EAST MEADOW,NY,11554,POINT (-73.54011 40.7251),HEMPSTEAD TPKE  300,2571
Suffolk,HUNTINGTON,NY,11743,POINT (-73.42004 40.88205),NEW YORK AVE,25
Westchester,YONKERS,NY,10701,POINT (-73.89849 40.92784),HERRIOT STREET,50
Bronx,BRONX,NY,10468,POINT (-73.89944 40.85862),GRAND CONCOURSE,2337
Suffolk,DEER PARK,NY,11729,POINT (-73.33015 40.76342),DEER PARK AVE DEER PARK S/C ,1944
Suffolk,WEST SAYVILLE,NY,11796,POINT (-73.09401 40.7294),W MAIN STREET,77
Oneida,UTICA,NY,13501,POINT (-75.21707 43.09808),BLEECKER ST,717
Niagara,NIAGARA FALLS,NY,14304,POINT (-78.97435 43.09662),MILITARY RD SUITE 200,1785
Kings,BROOKLYN,NY,11224,POINT (-73.99716 40.57527),MERMAID AVENUE,3024
Kings,BROOKLYN,NY,11239,POINT (-73.8693 40.65175),GATEWAY DR,528
Onondaga,SYRACUSE,NY,13204,POINT (-76.18637 43.05504),W FAYETTE ST,1970
Bronx,BRONX,NY,10454,POINT (-73.91835 40.80905),BROOK AVE,297
Kings,BROOKLYN,NY,11201,POINT (-73.99413 40.69068),CLINTON ST,200
Erie,HAMBURG,NY,14075,POINT (-78.85049 42.75184),SOUTHWESTERN BLVD,4981
Kings,BROOKLYN,NY,11231,POINT (-74.01746 40.67753),VAN DYKE ST. SUITE 325A,175-204
Kings,BROOKLYN,NY,11205,POINT (-73.95321 40.69871),NOSTRAND AVENUE,40
Nassau,HICKSVILLE,NY,11801,POINT (-73.49805 40.74251),SOUTH BROADWAY STORE 3,1040
Chautauqua,FALCONER,NY,14733,POINT (-79.19674 42.11816),S WORK ST,110
Monroe,NORTH CHILI,NY,14514,POINT (-77.80734 43.12067),BUFFALO RD,4390
Kings,BROOKLYN,NY,11237,POINT (-73.92227 40.70103),KNICKERBOCKER AVE,338
Kings,BROOKLYN,NY,11207,POINT (-73.89091 40.65865),LINDEN BLVD,1935
Tompkins,ITHACA,NY,14850,POINT (-76.51094 42.44094),W. BUFFALO ST,701
Bronx,BRONX,NY,10458,POINT (-73.89147 40.85442),EAST 183RD ST.,541
Bronx,BRONX,NY,10460,POINT (-73.88791 40.83525),HOE AVE,1569
Kings,BROOKLYN,NY,11211,POINT (-73.95977 40.70556),LEE AVENUE,73
Monroe,ROCHESTER,NY,14620,POINT (-77.61228 43.14209),MT HOPE AVE,404
Rensselaer,TROY,NY,12180,POINT (-73.68488 42.7356),JACOB ST,596
Kings,BROOKLYN,NY,11219,POINT (-74.00389 40.63419),FORT HAMILTON PKWY,5721
Orange,NEWBURGH,NY,12550,POINT (-74.06292 41.55165),NORTH PLANK RD,331
Kings,BROOKLYN,NY,11234,POINT (-73.9359 40.6217),FLATBUSH AVE,1962
St. Lawrence,CANTON,NY,13617,POINT (-75.15241 44.59672),E MAIN ST,97
Otsego,ONEONTA,NY,13820,POINT (-75.0331 42.45733),ST HWY 7,5396
New York,NEW YORK,NY,10025,POINT (-73.96585 40.79519),COLUMBUS AVE,808
Richmond,STATEN ISLAND,NY,10302,POINT (-74.13407 40.63701),PORT RICHMOND AVE,170
Bronx,BRONX,NY,10462,POINT (-73.85464 40.83611),STARLING AVENUE,2111
Kings,BROOKLYN,NY,11201,POINT (-73.98316 40.69689),GOLD ST,257
Oswego,FULTON,NY,13069,POINT (-76.41654 43.32425),CAYUGA ST,126
Monroe,ROCHESTER,NY,14620,POINT (-77.59684 43.14069),S CLINTON AVE,919
Westchester,MAMARONECK,NY,10543,POINT (-73.73115 40.95722),HALSTEAD AVE,612
Kings,BROOKLYN,NY,11211,POINT (-73.95088 40.70949),UNION AVE,301
Suffolk,RIVERHEAD,NY,11901,POINT (-72.67436 40.93308),OLD COUNTRY RD,1050
Queens,FLUSHING,NY,11355,POINT (-73.82225 40.75731),BOWNE ST,41-92
Putnam,COLD SPRING,NY,10516,POINT (-73.95727 41.41848),MAIN ST,125
Albany,ALBANY,NY,12203,POINT (-73.81653 42.67437),WESTERN AVE,1050
Bronx,BRONX,NY,10471,POINT (-73.90434 40.90597),RIVERDALE AVE,5661
Clinton,PLATTSBURGH,NY,12901,POINT (-73.45788 44.68869),SOUTH CATHERINE ST,4989
Erie,BUFFALO,NY,14215,POINT (-78.81368 42.9253),BAILEY AVE,2594
Kings,BROOKLYN,NY,11212,POINT (-73.92453 40.65826),CLARKSON AVE,1003
Kings,BROOKLYN,NY,11209,POINT (-74.02522 40.62088),86TH STREET,530
Richmond,STATEN ISLAND,NY,10305,POINT (-74.06673 40.59796),MCCLEAN AVE,141
Jefferson,WATERTOWN,NY,13601,POINT (-75.88101 43.96719),STATE ST,1709
New York,NEW YORK,NY,10034,POINT (-73.92416 40.86545),VERMILYEA AVE,53
Kings,BROOKLYN,NY,11207,POINT (-73.89158 40.67771),VAN SICLEN AVE,108
Albany,ALBANY,NY,12205,POINT (-73.81962 42.70111),FULLER RD,40
Westchester,BRIARCLIFF MANOR,NY,10510,POINT (-73.82932 41.15183),NORTH STATE RD,97
New York,NEW YORK,NY,10036,POINT (-73.99144 40.75963),W 44TH ST,358
Madison,CHITTENANGO,NY,13037,POINT (-75.90797 43.04993),NYS ROUTE 5,1305
Bronx,BRONX,NY,10470,POINT (-73.85741 40.89965),NERIED AVE,610
Onondaga,BREWERTON,NY,13029,POINT (-76.13382 43.23274),BARTELL RD,5565
Warren,GLENS FALLS,NY,12801,POINT (-73.64343 43.3218),RIDGE ST,250
Monroe,ROCHESTER,NY,14618,POINT (-77.54299 43.10594),MONROE AVE,3195
New York,NEW YORK,NY,10027,POINT (-73.94743 40.80523),MALCOLM X BLVD,217
Kings,BROOKLYN,NY,11229,POINT (-73.96066 40.60798),QUENTIN RD,1201
Orange,MONROE,NY,10950,POINT (-74.16975 41.31665),STATE RTE 17M,400
St. Lawrence,CANTON,NY,13617,POINT (-75.1467 44.59765),STATE RTE 11,5922
Queens,LONG ISLAND CITY,NY,11101,POINT (-73.94959 40.74412),JACKSON AVE,13-01
Erie,BUFFALO,NY,14213,POINT (-78.88914 42.91531),W FERRY ST,315
Queens,FAR ROCKAWAY,NY,11691,POINT (-73.74985 40.60693),CENTRAL AVE,1326
Fulton,GLOVERSVILLE,NY,12078,POINT (-74.34496 43.05144),N MAIN ST,30
New York,NEW YORK,NY,10013,POINT (-73.99622 40.71969),MOTT ST,162
Kings,BROOKLYN,NY,11229,POINT (-73.94553 40.60003),AVENUE U STE 2,2602
Albany,ALTAMONT,NY,12009,POINT (-73.92583 42.71042),WESTERN AVE,2479
Bronx,BRONX,NY,10468,POINT (-73.90414 40.86275),W FORDHAM RD,81B
Bronx,BRONX,NY,10456,POINT (-73.91374 40.83848),GRAND CONCOURSE,1398
Nassau,GLEN COVE,NY,11542,POINT (-73.62316 40.86207),GLEN ST.,194
Nassau,FARMINGDALE,NY,11735,POINT (-73.44507 40.72957),MAIN STREET,450
Erie,BUFFALO,NY,14212,POINT (-78.8375 42.89339),BROADWAY ST,999
Westchester,YONKERS,NY,10705,POINT (-73.89611 40.92055),S BROADWAY,375
Suffolk,NORTHPORT,NY,11768,POINT (-73.33214 40.89839),FT SALONGA RD,827
Erie,BUFFALO,NY,14220,POINT (-78.81868 42.85293),ABBOTT RD,325
Delaware,BOVINA CENTER,NY,13740,POINT (-74.78212 42.26221),COUNTY ROUTE 6,2009
Chautauqua,JAMESTOWN,NY,14701,POINT (-79.28972 42.09739),FAIRMOUNT AVE,930
Queens,JAMAICA,NY,11432,POINT (-73.80229 40.70685),PARSONS BLVD,87-92
Orange,MIDDLETOWN,NY,10940,POINT (-74.40917 41.44607),E MAIN ST,245
Monroe,ROCHESTER,NY,14620,POINT (-77.59523 43.13873),SOUTH CLINTON AVE,999
Queens,JAMAICA,NY,11432,POINT (-73.7784 40.71397),HILLSIDE AVE,183-14
Onondaga,SYRACUSE,NY,13208,POINT (-76.14443 43.07944),COURT STREET,1701
Kings,BROOKLYN,NY,11219,POINT (-73.99116 40.63595),13TH AVE,4709
Bronx,BRONX,NY,10465,POINT (-73.82479 40.82916),E TREMONT AVE,3590
Clinton,PLATTSBURGH,NY,12901,POINT (-73.46279 44.69637),BRINKERHOFF ST,121
Broome,JOHNSON CITY,NY,13790,POINT (-75.95466 42.11057),GRAND AVENUE,144
Nassau,MASSAPEQUA,NY,11758,POINT (-73.46207 40.70249),N. BROADWAY,943
Oneida,CAMDEN,NY,13316,POINT (-75.74837 43.33056),PRESTON ST,2
Suffolk,MANORVILLE,NY,11949,POINT (-72.80944 40.82781),WADING RIVER RD,296
Nassau,GARDEN CITY,NY,11530,POINT (-73.60544 40.74495),OLD COUNTRY ROAD STE 1014,900
Suffolk,PATCHOGUE,NY,11772,POINT (-73.00766 40.7735),MEDFORD AVE,205
Suffolk,STONY BROOK,NY,11794,POINT (-73.11619 40.91429),NICOLLS RD  STONYBROOK UNIV-H,100
Queens,WOODSIDE,NY,11377,POINT (-73.91649 40.74308),QUEENS BLVD,4801
Albany,LATHAM,NY,12110,POINT (-73.76653 42.75905),WADE ROAD EXT,231
Kings,BROOKLYN,NY,11232,POINT (-74.00425 40.65093),5TH AVE,3915
Westchester,OSSINING,NY,10562,POINT (-73.86435 41.15104),SPRING ST,256
Bronx,BRONX,NY,10452,POINT (-73.92066 40.83364),MCCLELLAN STREET,93
Kings,BROOKLYN,NY,11207,POINT (-73.88994 40.67537),LIBERTY AVE,536
Monroe,ROCHESTER,NY,14615,POINT (-77.63886 43.19307),DEWEY AVE,1440
Kings,BROOKLYN,NY,11204,POINT (-73.99351 40.61583),18TH AVE,7022
Queens,COLLEGE POINT,NY,11356,POINT (-73.84651 40.78487),14TH ROAD,121-16
Franklin,BRUSHTON,NY,12916,POINT (-74.51286 44.83026),WASHINGTON ST.,1274
Queens,JAMAICA,NY,11435,POINT (-73.80701 40.70327),90TH AVENUE,148-06
Queens,QUEENS VILLAGE,NY,11429,POINT (-73.73561 40.71323),HEMPSTEAD AVE,218-71
New York,NEW YORK,NY,10011,POINT (-73.99871 40.734),W 9TH ST,64
Ulster,HIGHLAND,NY,12528,POINT (-73.96747 41.69674),RT 9W,3731
Columbia,KINDERHOOK,NY,12106,POINT (-73.69781 42.39559),CHATHAM ST PO BOX 5A,61
Kings,BROOKLYN,NY,11219,POINT (-74.01168 40.629),FORT HAMILTON PKWY,6809
Nassau,BETHPAGE,NY,11714,POINT (-73.49092 40.74402),GRUMMAN RD W,80
Suffolk,COMMACK,NY,11725,POINT (-73.29433 40.83449),COMMACK RD,341
Suffolk,PATCHOGUE,NY,11772,POINT (-72.99874 40.78057),N SERVICE RD,167
Washington,FORT ANN,NY,12827,POINT (-73.48793 43.41408),GEORGE ST,66
Saratoga,CLIFTON PARK,NY,12065,POINT (-73.81856 42.86992),RT 146,1018
Nassau,PORT WASHINGTON,NY,11050,POINT (-73.68304 40.82638),PORT WASHINGTON BLVD,705
New York,NEW YORK,NY,10029,POINT (-73.94437 40.78798),2ND AVE,1982
Ulster,KINGSTON,NY,12401,POINT (-73.98743 41.94131),FLATBUSH AVE,351
Bronx,BRONX,NY,10457,POINT (-73.89997 40.8494),WEBSTER AVE,1971
Queens,JAMAICA,NY,11434,POINT (-73.77061 40.67262),137TH AVE.,169-77
Kings,BROOKLYN,NY,11222,POINT (-73.95468 40.73735),BOX ST,37
Steuben,AVOCA,NY,14809,POINT (-77.4195 42.40096),S MAIN ST,95
Sullivan,LOCH SHELDRAKE,NY,12759,POINT (-74.66702 41.77786),RT 52,1302
New York,NEW YORK,NY,10031,POINT (-73.94803 40.82466),AMSTERDAM AVE,1700
Columbia,CHATHAM,NY,12037,POINT (-73.63441 42.37646),RT 203,2309
New York,NEW YORK,NY,10003,POINT (-73.98452 40.7296),E 11TH ST,340
Queens,REGO PARK,NY,11374,POINT (-73.86399 40.72755),63RD DR,92-01
Bronx,BRONX,NY,10456,POINT (-73.91114 40.83775),EAST 170TH ST,281
Rensselaer,STEPHENTOWN,NY,12168,POINT (-73.35917 42.54572),ROUTE 43,230
Onondaga,SYRACUSE,NY,13215,POINT (-76.2607 42.92262),RT 20,3655
Erie,CHEEKTOWAGA,NY,14225,POINT (-78.75414 42.92884),UNION RD,4166
Saratoga,SARATOGA SPRINGS,NY,12866,POINT (-73.74592 43.10163),ROUTE 50,3027
Queens,SOUTH OZONE PARK,NY,11420,POINT (-73.80627 40.68295),VAN WYCK EXPWY,111-60
Bronx,BRONX,NY,10459,POINT (-73.89762 40.82373),ROGERS PL,986
Tompkins,TRUMANSBURG,NY,14886,POINT (-76.73134 42.48974),STILLWELL RD,5286
Orange,MIDDLETOWN,NY,10940,POINT (-74.38036 41.45007),DUNNING RD DUNNING PLAZA,88-28
Queens,LONG ISLAND CITY,NY,11101,POINT (-73.94567 40.74583),JACKSON AVE,23-02
Kings,BROOKLYN,NY,11226,POINT (-73.95398 40.63882),FLATBUSH AVE,1325
New York,NEW YORK,NY,10013,POINT (-73.9991 40.71909),CENTRE ST,208
Chautauqua,FREDONIA,NY,14063,POINT (-79.3298 42.44095),E MAIN ST,42-50
Kings,BROOKLYN,NY,11220,POINT (-74.01489 40.64071),5TH AVENUE,5724
Kings,BROOKLYN,NY,11218,POINT (-73.97424 40.63596),DITMAS AVE,424
Kings,BROOKLYN,NY,11230,POINT (-73.9616 40.62516),AVENUE J,1419
Saratoga,GANSEVOORT,NY,12831,POINT (-73.71559 43.17092),BALLARD RD,215
Kings,BROOKLYN,NY,11203,POINT (-73.9393 40.6513),CHURCH AVE,4019
Erie,BUFFALO,NY,14211,POINT (-78.81487 42.91469),E FERRY STREET,1326
Ontario,VICTOR,NY,14564,POINT (-77.43937 43.02596),EASTVIEW MALL DR,50
Onondaga,SYRACUSE,NY,13211,POINT (-76.14202 43.09795),E MOLLOY ROAD,176
Suffolk,MATTITUCK,NY,11952,POINT (-72.5376 40.98559),ROUTE 25,10095
Oneida,WHITESBORO,NY,13492,POINT (-75.29604 43.12376),ORISKANY BLVD,185
Queens,JAMAICA,NY,11433,POINT (-73.78133 40.70361),177TH STREET,104-19
New York,NEW YORK,NY,10024,POINT (-73.97073 40.78852),COLUMBUS AVE,600
Orange,PORT JERVIS,NY,12771,POINT (-74.69231 41.37551),PIKE STREET,100
Kings,BROOKLYN,NY,11229,POINT (-73.96014 40.60855),E 13TH ST,1663-1669
Kings,BROOKLYN,NY,11232,POINT (-73.96711 40.71239),5TH AVE,39-01
Kings,BROOKLYN,NY,11214,POINT (-73.99155 40.61073),BAY RIDGE PKWY,2006
Ulster,HIGHLAND,NY,12528,POINT (-73.96762 41.69697),US HIGHWAY ROUTE 9W,3732
Niagara,LOCKPORT,NY,14094,POINT (-78.67744 43.22206),LOCKPORT OLCOTT RD,3944
Bronx,BRONX,NY,10466,POINT (-73.85464 40.89223),BARNES AVENUE,4188
Monroe,ROCHESTER,NY,14616,POINT (-77.6347 43.23095),STONEWOOD AVE,295
Kings,BROOKLYN,NY,11219,POINT (-73.99479 40.64278),10TH AVE,4214
Kings,BROOKLYN,NY,11216,POINT (-73.95041 40.68461),NOSTRAND AVE,383
Queens,WOODSIDE,NY,11377,POINT (-73.90712 40.75703),31ST AVE,54-12
Erie,HAMBURG,NY,14075,POINT (-78.7784 42.68693),BOSTON ST RD,7169
Queens,CORONA,NY,11368,POINT (-73.8677 40.74936),ROOSEVELT AVE,97-21
Queens,QUEENS VILLAGE,NY,11427,POINT (-73.73619 40.73352),HILLSIDE AVE,233-20
Orange,NEWBURGH,NY,12550,POINT (-74.02992 41.5013),BROADWAY,480-482
Bronx,BRONX,NY,10468,POINT (-73.89817 40.86156),E 188TH ST,163A
Queens,RICHMOND HILL,NY,11419,POINT (-73.82518 40.69019),101 AVE,119-17
Queens,SAINT ALBANS,NY,11412,POINT (-73.74645 40.69619),LINDEN BLVD,205-49
Kings,BROOKLYN,NY,11226,POINT (-73.95822 40.64838),FLATBUSH AVE,949
Kings,BROOKLYN,NY,11219,POINT (-73.999 40.63746),FT HAMILTON PKWY,5024
Orange,PINE BUSH,NY,12566,POINT (-74.30179 41.60997),MAIN ST,111
New York,NEW YORK,NY,10002,POINT (-73.98833 40.7183),ESSEX ST  48,88
Suffolk,STONY BROOK,NY,11790,POINT (-73.12933 40.89554),CAMPUS RD,1
Westchester,NORTH SALEM,NY,10560,POINT (-73.64715 41.34825),FIELDS LANE,2
Rockland,CHESTNUT RIDGE,NY,10977,POINT (-74.06018 41.08207),CHESTNUT RIDGE RD,841
Kings,BROOKLYN,NY,11214,POINT (-74.0058 40.60178),CROPSEY AVE,1853
Queens,FLUSHING,NY,11354,POINT (-73.82311 40.76471),NORTHERN BLVD,144-07
Richmond,STATEN ISLAND,NY,10309,POINT (-74.23386 40.5279),VETERANS RD W,2900
Queens,JAMAICA,NY,11435,POINT (-73.81151 40.70519),HILLSIDE AVE,144-01
Dutchess,RED HOOK,NY,12571,POINT (-73.84805 42.02502),ALBANY POST ROAD,8038
Kings,BROOKLYN,NY,11232,POINT (-74 40.64812),7TH AVE,3924
Schoharie,COBLESKILL,NY,12043,POINT (-74.53276 42.6788),ST RT 10,5346
Cayuga,AUBURN,NY,13021,POINT (-76.53861 42.96365),GRANT AVE,360
Rensselaer,EAST GREENBUSH,NY,12061,POINT (-73.69536 42.58506),COLUMBIA TNPK,741
Orange,MONROE,NY,10950,POINT (-74.17068 41.3403),FOREST RD UNIT 201,51
Oneida,CAMDEN,NY,13316,POINT (-75.74793 43.3341),MAIN ST,35
Chemung,ELMIRA,NY,14903,POINT (-76.82183 42.12924),E 14TH ST,250
Westchester,OSSINING,NY,10562,POINT (-73.8618 41.16484),N HIGHLAND AVE,64
Monroe,ROCHESTER,NY,14607,POINT (-77.58546 43.14969),PARK AVE,380
Rensselaer,JOHNSONVILLE,NY,12094,POINT (-73.46889 42.8461),RT 7,3187
Kings,BROOKLYN,NY,11206,POINT (-73.9411 40.7039),MOORE STREET,110
New York,NEW YORK,NY,10019,POINT (-73.99141 40.76522),10TH AVENUE,748
Queens,RIDGEWOOD,NY,11385,POINT (-73.90425 40.69636),GEORGE ST,1616
Richmond,STATEN ISLAND,NY,10305,POINT (-74.09284 40.58544),HYLAN BLVD,1780
Queens,QUEENS VILLAGE,NY,11427,POINT (-73.74464 40.7252),217TH ST,89-95
Bronx,BRONX,NY,10472,POINT (-73.87447 40.82911),MORRISON AVE,1187
Nassau,JERICHO,NY,11753,POINT (-73.53537 40.78812),N BROADWAY,429
Queens,FLUSHING,NY,11358,POINT (-73.79328 40.77041),FRANCIS LEWIS BLVD,29-16
Ontario,BLOOMFIELD,NY,14469,POINT (-77.51467 42.88305),TAFT RD,8675
Monroe,HAMLIN,NY,14464,POINT (-77.92088 43.29156),LAKE RD,1816
Kings,BROOKLYN,NY,11228,POINT (-74.00246 40.61816),15TH AVE,7402
Erie,SPRINGVILLE,NY,14141,POINT (-78.68592 42.51364),CASCADE DR,184
Kings,BROOKLYN,NY,11206,POINT (-73.93246 40.70554),GRATTAN STREET,18
Albany,LATHAM,NY,12110,POINT (-73.77147 42.75366),TROY SCHENECTADY RD,610
Orange,NEWBURGH,NY,12550,POINT (-74.0132 41.50499),FARRINGTON STREET,48
Greene,PALENVILLE,NY,12463,POINT (-74.02188 42.175),RT 23A,3328
Bronx,BRONX,NY,10467,POINT (-73.87716 40.87148),E 204TH STREET,369
New York,NEW YORK,NY,10010,POINT (-73.99365 40.74174),6TH AVE,675
Monroe,ROCHESTER,NY,14608,POINT (-77.61149 43.14885),EXCHANGE BLVD,315
Monroe,FAIRPORT,NY,14450,POINT (-77.43262 43.09622),TURK HILL RD UNIT 8D,1000
Jefferson,CLAYTON,NY,13624,POINT (-76.07896 44.22938),JAMES ST,950
Monroe,ROCHESTER,NY,14607,POINT (-77.58803 43.14297),MONROE AVE,771
Suffolk,HAMPTON BAYS,NY,11946,POINT (-72.49833 40.88206),TEPEE STREET,6
Suffolk,EAST ISLIP,NY,11730,POINT (-73.19109 40.73109),W MAIN ST,15
Westchester,PORT CHESTER,NY,10573,POINT (-73.66638 41.00199),WESTCHESTER AVE ROOM 305 I,181
Kings,BROOKLYN,NY,11224,POINT (-73.99524 40.57284),SURF AVE,2909
Nassau,BALDWIN,NY,11510,POINT (-73.61491 40.68038),GRAND AVE,1230
Nassau,BALDWIN,NY,11510,POINT (-73.61447 40.67931),GRAND AVE,1271
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.91601 41.69993),MAIN ST,550
Bronx,BRONX,NY,10474,POINT (-73.87625 40.80434),FOOD CENTER DRIVE UNIT 3-4,800
Erie,WILLIAMSVILLE,NY,14221,POINT (-78.73184 42.97848),SHERIDAN DR,5479
Kings,BROOKLYN,NY,11207,POINT (-73.88852 40.6657),VAN SINCLEN AVE,570
Kings,BROOKLYN,NY,11205,POINT (-73.97066 40.69315),MYRTLE AVE,382
Bronx,BRONX,NY,10458,POINT (-73.88899 40.85631),EAST 187TH STREET,550
Queens,ELMHURST,NY,11373,POINT (-73.87313 40.74249),CORONA AVENUE,91-10
Bronx,BRONX,NY,10455,POINT (-73.9163 40.8126),BROOK AVE,459
Erie,TONAWANDA,NY,14150,POINT (-78.8745 43.00213),DELAWARE ST,621
Kings,BROOKLYN,NY,11238,POINT (-73.97256 40.68591),GREENE AVE,19
New York,NEW YORK,NY,10026,POINT (-73.94897 40.80172),W 116TH ST,60-62
Nassau,HEWLET,NY,11557,POINT (-73.69972 40.64002),BROADWAY,1338-40
Suffolk,BABYLON,NY,11702,POINT (-73.32295 40.698),DEER PARK AVE,89
Rockland,HAVERSTRAW,NY,10927,POINT (-73.96291 41.19652),MAIN ST,36
Bronx,BRONX,NY,10460,POINT (-73.88356 40.85142),E 183RD STREET,765
Herkimer,LITTLE FALLS,NY,13365,POINT (-74.85775 43.04397),EAST MAIN ST,555
Ulster,NAPANOCH,NY,12458,POINT (-74.37406 41.74039),MAIN ST,46
Monroe,FAIRPORT,NY,14450,POINT (-77.43119 43.09541),TURK HILL PARK,163
New York,NEW YORK,NY,10025,POINT (-73.96879 40.79621),AMSTERDAM AVE,801
Chautauqua,DEWITTVILLE,NY,14728,POINT (-79.44365 42.23668),E LAKE RD RT 17,5392
Kings,BROOKLYN,NY,11208,POINT (-73.86353 40.67929),101ST AVE,33
Kings,BROOKLYN,NY,11235,POINT (-73.96226 40.57744),BRIGHTON BEACH AVE,502
Bronx,BRONX,NY,10466,POINT (-73.84812 40.88597),LACONIA AVE,4033
Bronx,BRONX,NY,10458,POINT (-73.89393 40.8651),E KINGSBRIDGE ROAD,229
Niagara,APPLETON,NY,14008,POINT (-78.65909 43.34502),LAKE RD,6730
Bronx,BRONX,NY,10453,POINT (-73.90573 40.85567),JEROME AVENUE,2128
Orange,NEWBURGH,NY,12550,POINT (-74.01213 41.50008),BROADWAY,120
Queens,OZONE PARK,NY,11416,POINT (-73.85937 40.68046),101 AVE,78-20
Queens,RICHMOND HILL,NY,11418,POINT (-73.83408 40.69868),JAMAICA AVE,114-21
Erie,BUFFALO,NY,14223,POINT (-78.8236 42.96382),NIAGARA FALLS BLVD,354
Westchester,YONKERS,NY,10710,POINT (-73.85592 40.96364),ARCHER AVE. SUITE 1400,54
Suffolk,COPIAGUE,NY,11726,POINT (-73.39736 40.69267),SUNRISE HWY,1500
Oneida,UTICA,NY,13501,POINT (-75.22249 43.09681),BLANDINA ST,532
Suffolk,COPIAGUE,NY,11726,POINT (-73.39971 40.67904),GREAT NECK RD  UNIT 8,1635
Kings,BROOKLYN,NY,11223,POINT (-73.96433 40.60656),KINGS HWY,801
Sullivan,LEW BEACH,NY,12758,POINT (-74.70496 42.03084),MILLIE EDWARDS RD,18
Kings,BROOKLYN,NY,11208,POINT (-73.87953 40.6701),BLAKE AVENUE,1055
Kings,BROOKLYN,NY,11223,POINT (-73.97359 40.60433),KINGS HIGHWAY,443
Kings,BROOKLYN,NY,11203,POINT (-73.93959 40.65478),LENOX RD,565
Dutchess,POUGHKEEPSIE,NY,12601,POINT (-73.92264 41.6461),SOUTH RD,2290
St. Lawrence,MASSENA,NY,13662,POINT (-74.87848 44.92435),STEPHENVILLE ST,43
Monroe,ROCHESTER,NY,14607,POINT (-77.59818 43.14937),MONROE AVE,288
Nassau,UPPER BROOKVILLE,NY,11545,POINT (-73.58791 40.82525),NORTHERN BLVD,5050
Queens,ELMHURST,NY,11373,POINT (-73.87721 40.73809),BROADWAY,86-18
New York,NEW YORK,NY,10033,POINT (-73.93627 40.85035),W 181ST ST,705
New York,NEW YORK,NY,10011,POINT (-73.99647 40.73787),6TH AVE,549
Queens,FOREST HILLS,NY,11375,POINT (-73.85119 40.726),QUEENS BLVD,102-01
Erie,BUFFALO,NY,14211,POINT (-78.79396 42.90715),WALDEN AVE,1140
Erie,BLASDELL,NY,14219,POINT (-78.81082 42.78394),MCKINLEY PKWY UNIT 1090,3701
New York,NEW YORK,NY,10128,POINT (-73.94492 40.78299),1ST AVE,1855
New York,NEW YORK,NY,10030,POINT (-73.9434 40.82081),8TH AVE,2657
Kings,BROOKLYN,NY,11216,POINT (-73.94077 40.68284),HALSEY ST,301
Kings,BROOKLYN,NY,11237,POINT (-73.92119 40.70724),ST. NICHOLAS AVENUE,39
Kings,BROOKLYN,NY,11220,POINT (-74.03103 40.63728),BAY RIDGE AVE,125
Queens,ROSEDALE,NY,11422,POINT (-73.73443 40.66425),FRANCIS LEWIS BLVD,246-02
